% Model:              sjngle_small_gate_2deg_jnalas_semj_ec.mph
% Versjon:            COMSOL 6.1.0.357
% Date:               Jul 7 2023, 14:05
% Table:              Admjttance, Harmonjc Perturbatjon - 
% Vdc (V)                                         Vs_on                                             Vd_on                                             Vg_on                                             freq (Hz)                                         Tref (K)                                          ljndev(semj.I0_1) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_3) (S)
-1                                                0                                                 0                                                 1                                                 6.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.671496586165785E-9-7.165621635394518E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.671499724293589E-9-7.165621642028031E-6j       -nan-nan*1j                                        -nan-nan*1j                                        9.342794197080842E-9+1.4331243290368517E-5j
-1                                                0                                                 0                                                 1                                                 7.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.225678739216704E-9-7.58707344313857E-6j        nan+nan*1j                                         nan+nan*1j                                         -5.22567275665068E-9-7.587073428920724E-6j        -nan-nan*1j                                        -nan-nan*1j                                        1.0451212016207823E-8+1.5174146877632158E-5j
-1                                                0                                                 0                                                 1                                                 7.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.809600079730365E-9-8.008516380037912E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.809606381314938E-9-8.008516394283844E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.1619252583256686E-8+1.6017032775210056E-5j
-1                                                0                                                 0                                                 1                                                 8.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -6.423140702533609E-9-8.429950065886138E-6j       nan+nan*1j                                         nan+nan*1j                                         -6.423153801404002E-9-8.429950075203858E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.284643363304582E-8+1.6859900172851114E-5j
-1.25                                             1                                                 0                                                 0                                                 4.0E9                                             50                                                2.5247544976048397E-7+4.797851969436462E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -2.8257693520881345E-7-4.5208553149725167E-5j     nan+nan*1j                                         nan+nan*1j                                         3.010173546402916E-8-2.7699665743607257E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 4.4E9                                             50                                                3.0502157873569705E-7+5.277242589074901E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -3.41310135741921E-7-4.972498894710876E-5j        nan+nan*1j                                         nan+nan*1j                                         3.6287103931007995E-8-3.0474369438038166E-6j      -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 4.8E9                                             50                                                3.6243752999424187E-7+5.7565230729047686E-5j      -nan-nan*1j                                        -nan-nan*1j                                        -4.0547916178708724E-7-5.424020041373732E-5j      nan+nan*1j                                         nan+nan*1j                                         4.3042296395081734E-8-3.3250303016704453E-6j      -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 5.2E9                                             50                                                4.2468893701494005E-7+6.235683948403975E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -4.7505233895517144E-7-5.8754082303423625E-5j     nan+nan*1j                                         nan+nan*1j                                         5.036387382239733E-8-3.602757103208037E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 5.6E9                                             50                                                4.917388088246278E-7+6.714715879274164E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -5.499891596561764E-7-6.326653103096299E-5j       nan+nan*1j                                         nan+nan*1j                                         5.8248023006722454E-8-3.8806276844636826E-6j      -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 6.0E9                                             50                                                5.635476486819917E-7+7.193609681273517E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -6.302401969242459E-7-6.777744440869974E-5j       nan+nan*1j                                         nan+nan*1j                                         6.669059208174542E-8-4.1586522335934435E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 6.4E9                                             50                                                6.400729015528467E-7+7.672356326022274E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -7.157615238441093E-7-7.228672232021077E-5j       nan+nan*1j                                         nan+nan*1j                                         7.568705560268179E-8-4.436840779716947E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 6.8E9                                             50                                                7.21269628315336E-7+8.15094695499568E-5j          -nan-nan*1j                                        -nan-nan*1j                                        -8.065021059262385E-7-7.679426635551716E-5j       nan+nan*1j                                         nan+nan*1j                                         8.523258952512897E-8-4.715203173802334E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 7.2E9                                             50                                                8.070902400999326E-7+8.629372891000794E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -9.024119134502372E-7-8.12999796228606E-5j        nan+nan*1j                                         nan+nan*1j                                         9.532205515212635E-8-4.993749073743345E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 7.6E9                                             50                                                8.974850145189482E-7+9.107625634140029E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -1.00343234967271E-6-8.580376825441198E-5j        nan+nan*1j                                         nan+nan*1j                                         1.0595005396077894E-7-5.272487945596406E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.25                                             1                                                 0                                                 0                                                 8.0E9                                             50                                                9.924015125089516E-7+9.58569688288309E-5j         -nan-nan*1j                                        -nan-nan*1j                                        -1.1095117853920623E-6-9.030553984721693E-5j      nan+nan*1j                                         nan+nan*1j                                         1.1711087884468468E-7-5.551429040485017E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 4.0E9                                             50                                                nan+nan*1j                                         -2.8257712591049375E-7-4.520855307224134E-5j      nan+nan*1j                                         -nan-nan*1j                                        2.5247544076944957E-7+4.7978519700593175E-5j      -nan-nan*1j                                        -nan+nan*1j                                        3.0101734618312513E-8-2.769966573697512E-6j       -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 4.4E9                                             50                                                nan+nan*1j                                         -3.413090137200628E-7-4.9724988788079776E-5j      nan+nan*1j                                         -nan-nan*1j                                        3.050216303138691E-7+5.277242590603777E-5j        -nan-nan*1j                                        -nan+nan*1j                                        3.6287108767456505E-8-3.0474369422756434E-6j      -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 4.8E9                                             50                                                nan+nan*1j                                         -4.054794656599922E-7-5.424020031543169E-5j       nan+nan*1j                                         -nan-nan*1j                                        3.624375159277037E-7+5.756523073905751E-5j        -nan-nan*1j                                        -nan+nan*1j                                        4.304229507618655E-8-3.3250303006678534E-6j       -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 5.2E9                                             50                                                nan+nan*1j                                         -4.750533880443975E-7-5.87540823746759E-5j        nan+nan*1j                                         -nan-nan*1j                                        4.246888882724963E-7+6.235683947633285E-5j        -nan-nan*1j                                        -nan+nan*1j                                        5.0363869251055214E-8-3.602757103979298E-6j       -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 5.6E9                                             50                                                nan+nan*1j                                         -5.499873544793003E-7-6.326653099610467E-5j       nan+nan*1j                                         -nan-nan*1j                                        4.917388906503263E-7+6.714715879715298E-5j        -nan-nan*1j                                        -nan+nan*1j                                        5.82480306615165E-8-3.880627684039612E-6j         -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 6.0E9                                             50                                                nan+nan*1j                                         -6.302383158875081E-7-6.777744458456434E-5j       nan+nan*1j                                         -nan-nan*1j                                        5.635477331430949E-7+7.193609679516461E-5j        -nan-nan*1j                                        -nan+nan*1j                                        6.669059997191889E-8-4.158652235387716E-6j        -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 6.4E9                                             50                                                nan+nan*1j                                         -7.157591825811622E-7-7.22867224338346E-5j        nan+nan*1j                                         -nan-nan*1j                                        6.400730059407469E-7+7.672356324866546E-5j        -nan-nan*1j                                        -nan+nan*1j                                        7.568706534136679E-8-4.436840780861244E-6j        -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 6.8E9                                             50                                                nan+nan*1j                                         -8.065032294277565E-7-7.679426644227028E-5j       nan+nan*1j                                         -nan-nan*1j                                        7.212695763249451E-7+8.150946954107987E-5j        -nan-nan*1j                                        -nan+nan*1j                                        8.523258464370816E-8-4.715203174701882E-6j        -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 7.2E9                                             50                                                nan+nan*1j                                         -9.02411243383556E-7-8.129997971391589E-5j        nan+nan*1j                                         -nan-nan*1j                                        8.070902679897491E-7+8.629372890274603E-5j        -nan-nan*1j                                        -nan+nan*1j                                        9.532205772228002E-8-4.993749074480574E-6j        -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 7.6E9                                             50                                                nan+nan*1j                                         -1.0034326807997198E-6-8.58037683120109E-5j       nan+nan*1j                                         -nan-nan*1j                                        8.974849977137986E-7+9.107625633343937E-5j        -nan-nan*1j                                        -nan+nan*1j                                        1.0595005236155073E-7-5.272487946451445E-6j       -nan+nan*1j
-1.25                                             0                                                 1                                                 0                                                 8.0E9                                             50                                                nan+nan*1j                                         -1.1095102322056454E-6-9.030553968934047E-5j      nan+nan*1j                                         -nan-nan*1j                                        9.924015793767134E-7+9.585696884624365E-5j        -nan-nan*1j                                        -nan+nan*1j                                        1.1711088504607263E-7-5.551429038698568E-6j       -nan+nan*1j
-1.25                                             0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.574704132536683E-9-4.20291210192382E-6j        nan+nan*1j                                         nan+nan*1j                                         -1.5747101339212927E-9-4.202912114668918E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.1494908412414067E-9+8.405824222753432E-6j
-1.25                                             0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.902110967974775E-9-4.623182924730856E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.9021018070223097E-9-4.623182893725962E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.804211147604885E-9+9.246365836927012E-6j
-1.25                                             0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.259787302301182E-9-5.043448209682001E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.259804316315897E-9-5.0434482387954365E-6j      -nan-nan*1j                                        -nan-nan*1j                                        4.51964384142173E-9+1.0086896443464995E-5j
-1.25                                             0                                                 0                                                 1                                                 5.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.647747742200546E-9-5.463707561385611E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.6477635064480617E-9-5.46370758893403E-6j       -nan-nan*1j                                        -nan-nan*1j                                        5.295460827411137E-9+1.0927415153180402E-5j
-1.25                                             0                                                 0                                                 1                                                 5.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.0656267798417666E-9-5.883960538123794E-6j      nan+nan*1j                                         nan+nan*1j                                         -3.065639160890768E-9-5.883960552944557E-6j       -nan-nan*1j                                        -nan-nan*1j                                        6.131314227439078E-9+1.1767921086577398E-5j
-1.25                                             0                                                 0                                                 1                                                 6.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.5133404600881185E-9-6.304206681775704E-6j      nan+nan*1j                                         nan+nan*1j                                         -3.5133501597772138E-9-6.304206689932624E-6j      -nan-nan*1j                                        -nan-nan*1j                                        7.02683373179005E-9+1.2608413375984444E-5j
-1.25                                             0                                                 0                                                 1                                                 6.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.990798841251292E-9-6.724445569905245E-6j       nan+nan*1j                                         nan+nan*1j                                         -3.990820223991951E-9-6.72444560062535E-6j        -nan-nan*1j                                        -nan-nan*1j                                        7.981628558370838E-9+1.3448891165527451E-5j
-1.25                                             0                                                 0                                                 1                                                 6.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.497586833456882E-9-7.144676790356747E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.497592911871159E-9-7.1446767996558455E-6j      -nan-nan*1j                                        -nan-nan*1j                                        8.995289767751477E-9+1.4289353612558419E-5j
-1.25                                             0                                                 0                                                 1                                                 7.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.033684967939244E-9-7.564899946439264E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.033682883193391E-9-7.564899933672589E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.0067386414008983E-8+1.5129799887156785E-5j
-1.25                                             0                                                 0                                                 1                                                 7.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.598591039200174E-9-7.985114592762692E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.598593924311723E-9-7.98511457854454E-6j        -nan-nan*1j                                        -nan-nan*1j                                        1.1197470947600527E-8+1.5970229174031973E-5j
-1.25                                             0                                                 0                                                 1                                                 8.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -6.192427757456055E-9-8.405320329588796E-6j       nan+nan*1j                                         nan+nan*1j                                         -6.192423602559632E-9-8.405320324088477E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.2385073594101307E-8+1.6810640672203003E-5j
-1.5                                              1                                                 0                                                 0                                                 4.0E9                                             50                                                2.423527123895622E-7+4.7533202822806666E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -2.703148610050448E-7-4.464189131786872E-5j       nan+nan*1j                                         nan+nan*1j                                         2.7966268674151058E-8-2.891309140618616E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 4.4E9                                             50                                                2.9279319908564305E-7+5.2282735094605946E-5j      -nan-nan*1j                                        -nan-nan*1j                                        -3.26509379813388E-7-4.910185270422372E-5j        nan+nan*1j                                         nan+nan*1j                                         3.371719662093982E-8-3.1808797957050334E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 4.8E9                                             50                                                3.4790847939589175E-7+5.703121043888927E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -3.8790346436522143E-7-5.356064316629415E-5j      nan+nan*1j                                         nan+nan*1j                                         3.99980603312814E-8-3.4705647431003886E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 5.2E9                                             50                                                4.076656419922349E-7+6.177853795750067E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -4.5446786241586056E-7-5.8018161583760856E-5j     nan+nan*1j                                         nan+nan*1j                                         4.680568996262808E-8-3.7603737163714925E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 5.6E9                                             50                                                4.720293080815406E-7+6.652462801493617E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -5.261633468260377E-7-6.247430888152422E-5j       nan+nan*1j                                         nan+nan*1j                                         5.413656682472263E-8-4.0503163468365075E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 6.0E9                                             50                                                5.409615116881365E-7+7.126939241235525E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -6.029460037596943E-7-6.69289873626706E-5j        nan+nan*1j                                         nan+nan*1j                                         6.198683614821418E-8-4.3404021323182604E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 6.4E9                                             50                                                6.144216581336644E-7+7.601274444641626E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -6.847702422320154E-7-7.13821012878583E-5j        nan+nan*1j                                         nan+nan*1j                                         7.035231963356393E-8-4.630640423021804E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 6.8E9                                             50                                                6.923665034787445E-7+8.075459910891563E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -7.715917307362413E-7-7.583355578693933E-5j       nan+nan*1j                                         nan+nan*1j                                         7.922852570462165E-8-4.921040397014817E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 7.2E9                                             50                                                7.747507275864784E-7+8.54948729754816E-5j         -nan-nan*1j                                        -nan-nan*1j                                        -8.63356480455621E-7-8.028325898898719E-5j        nan+nan*1j                                         nan+nan*1j                                         8.861071007930861E-8-5.211611067251206E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 7.6E9                                             50                                                8.615264055501806E-7+9.023348448871288E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -9.600149196152762E-7-8.473112025230216E-5j       nan+nan*1j                                         nan+nan*1j                                         9.849383483431599E-8-5.502361251417023E-6j        -nan+nan*1j                                        -nan+nan*1j
-1.5                                              1                                                 0                                                 0                                                 8.0E9                                             50                                                9.526436283187798E-7+9.49703538874756E-5j         -nan-nan*1j                                        -nan-nan*1j                                        -1.061509869940538E-6-8.917705127024848E-5j       nan+nan*1j                                         nan+nan*1j                                         1.0887262995437583E-7-5.793299576666251E-6j       -nan+nan*1j                                        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 4.0E9                                             50                                                nan+nan*1j                                         -2.7031704584962765E-7-4.4641891255212896E-5j     nan+nan*1j                                         -nan-nan*1j                                        2.423526143366403E-7+4.7533202829525006E-5j       -nan-nan*1j                                        -nan+nan*1j                                        2.7966259778255034E-8-2.8913091399351095E-6j      -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 4.4E9                                             50                                                nan+nan*1j                                         -3.265091701031954E-7-4.9101852731547595E-5j      nan+nan*1j                                         -nan-nan*1j                                        2.9279320898502934E-7+5.228273509250025E-5j       -nan-nan*1j                                        -nan+nan*1j                                        3.3717197522842604E-8-3.180879795927329E-6j       -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 4.8E9                                             50                                                nan+nan*1j                                         -3.879035874916118E-7-5.356064305617047E-5j       nan+nan*1j                                         -nan-nan*1j                                        3.479084739191866E-7+5.703121044558027E-5j        -nan-nan*1j                                        -nan+nan*1j                                        3.999805983175003E-8-3.470564742420772E-6j        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 5.2E9                                             50                                                nan+nan*1j                                         -4.544685757896544E-7-5.8018161560977466E-5j      nan+nan*1j                                         -nan-nan*1j                                        4.0766560929811277E-7+6.17785379582625E-5j        -nan-nan*1j                                        -nan+nan*1j                                        4.680568698270215E-8-3.7603737162816583E-6j       -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 5.6E9                                             50                                                nan+nan*1j                                         -5.261628101048589E-7-6.247430896737145E-5j       nan+nan*1j                                         -nan-nan*1j                                        4.720293328778274E-7+6.652462800731958E-5j        -nan-nan*1j                                        -nan+nan*1j                                        5.4136569083991015E-8-4.0503163476200265E-6j      -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 6.0E9                                             50                                                nan+nan*1j                                         -6.029459670809291E-7-6.692898754447021E-5j       nan+nan*1j                                         -nan-nan*1j                                        5.409615130821339E-7+7.12693923953052E-5j         -nan-nan*1j                                        -nan+nan*1j                                        6.19868362647599E-8-4.340402134006775E-6j         -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 6.4E9                                             50                                                nan+nan*1j                                         -6.847707304397194E-7-7.13821012637551E-5j        nan+nan*1j                                         -nan-nan*1j                                        6.144216365743082E-7+7.601274444785494E-5j        -nan-nan*1j                                        -nan+nan*1j                                        7.035231768032031E-8-4.630640422900937E-6j        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 6.8E9                                             50                                                nan+nan*1j                                         -7.71592717532792E-7-7.583355592229316E-5j        nan+nan*1j                                         -nan-nan*1j                                        6.923664602571544E-7+8.075459909576694E-5j        -nan-nan*1j                                        -nan+nan*1j                                        7.922852180251411E-8-4.921040398321978E-6j        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 7.2E9                                             50                                                nan+nan*1j                                         -8.6335766553553E-7-8.028325897398881E-5j         nan+nan*1j                                         -nan-nan*1j                                        7.747506759212856E-7+8.549487298032744E-5j        -nan-nan*1j                                        -nan+nan*1j                                        8.861070541279351E-8-5.211611066779646E-6j        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 7.6E9                                             50                                                nan+nan*1j                                         -9.600160690193798E-7-8.473112021227451E-5j       nan+nan*1j                                         -nan-nan*1j                                        8.61526353865075E-7+9.02334844916055E-5j          -nan-nan*1j                                        -nan+nan*1j                                        9.849383013777311E-8-5.502361251154283E-6j        -nan+nan*1j
-1.5                                              0                                                 1                                                 0                                                 8.0E9                                             50                                                nan+nan*1j                                         -1.0615107437232541E-6-8.917705123667272E-5j      nan+nan*1j                                         -nan-nan*1j                                        9.526435895689376E-7+9.497035389163467E-5j        -nan-nan*1j                                        -nan+nan*1j                                        1.0887262643829208E-7-5.7932995762562175E-6j      -nan+nan*1j
-1.5                                              0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.5287349340019852E-9-4.19435378338462E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.5287505742851775E-9-4.1943538358879865E-6j     -nan-nan*1j                                        -nan-nan*1j                                        3.057326966091729E-9+8.38870762295929E-6j
-1.5                                              0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.8475566284973328E-9-4.613770151443221E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.847572082750677E-9-4.613770191395699E-6j       -nan-nan*1j                                        -nan-nan*1j                                        3.6949908977766226E-9+9.22754033990928E-6j
-1.5                                              0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.1960717713665835E-9-5.033181246102681E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.1960748929485733E-9-5.033181255382239E-6j      -nan-nan*1j                                        -nan-nan*1j                                        4.3920559188359135E-9+1.0066362507511386E-5j
