% Model:              sjngle_small_gate_2deg_jnalas_semj_ec.mph
% Versjon:            COMSOL 6.1.0.357
% Date:               Jul 7 2023, 14:05
% Table:              Admjttance, Harmonjc Perturbatjon - 
% Vdc (V)                                         Vs_on                                             Vd_on                                             Vg_on                                             freq (Hz)                                         Tref (K)                                          ljndev(semj.I0_1) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_1) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_2) / ljndev(semj.V0_3) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_1) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_2) (S)         ljndev(semj.I0_3) / ljndev(semj.V0_3) (S)
-2                                                0                                                 1                                                 0                                                 6.4E9                                             50                                                nan+nan*1j                                         -6.633159046887312E-7-7.079281189139364E-5j       nan+nan*1j                                         -nan-nan*1j                                        5.999693914801856E-7+7.557271390242195E-5j        -nan-nan*1j                                        -nan+nan*1j                                        6.63404515449972E-8-4.777140161136048E-6j         -nan+nan*1j
-2                                                0                                                 1                                                 0                                                 6.8E9                                             50                                                nan+nan*1j                                         -7.474478343726381E-7-7.520775545833337E-5j       nan+nan*1j                                         -nan-nan*1j                                        6.758199962260344E-7+8.028723870799192E-5j        -nan-nan*1j                                        -nan+nan*1j                                        7.471450487494817E-8-5.076640982675579E-6j        -nan+nan*1j
-2                                                0                                                 1                                                 0                                                 7.2E9                                             50                                                nan+nan*1j                                         -8.363731264549503E-7-7.962100178737442E-5j       nan+nan*1j                                         -nan-nan*1j                                        7.559846976534998E-7+8.500022564183706E-5j        -nan-nan*1j                                        -nan+nan*1j                                        8.35659259519613E-8-5.376302943196978E-6j         -nan+nan*1j
-2                                                0                                                 1                                                 0                                                 7.6E9                                             50                                                nan+nan*1j                                         -9.300402636845337E-7-8.403246377640005E-5j       nan+nan*1j                                         -nan-nan*1j                                        8.404174012833762E-7+8.971159543573375E-5j        -nan-nan*1j                                        -nan+nan*1j                                        9.288998200344602E-8-5.676134378681062E-6j        -nan+nan*1j
-2                                                0                                                 1                                                 0                                                 8.0E9                                             50                                                nan+nan*1j                                         -1.028395630120644E-6-8.844205527279675E-5j       nan+nan*1j                                         -nan-nan*1j                                        9.290698253625825E-7+9.442127068169742E-5j        -nan-nan*1j                                        -nan+nan*1j                                        1.0268170150615235E-7-5.976143432754177E-6j       -nan+nan*1j
-2                                                0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.456055100391645E-9-4.1776221174028354E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.4560480649431248E-9-4.17762210162889E-6j       -nan-nan*1j                                        -nan-nan*1j                                        2.912103318910817E-9+8.3552442090901E-6j
-2                                                0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.760343748218161E-9-4.595366749598493E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.7603389287507291E-9-4.595366739798961E-6j      -nan-nan*1j                                        -nan-nan*1j                                        3.5206983102428257E-9+9.190733483206615E-6j
-2                                                0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.093089674264045E-9-5.013106422226698E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.093087205106541E-9-5.01310641926233E-6j        -nan-nan*1j                                        -nan-nan*1j                                        4.186171801263156E-9+1.0026212832237218E-5j
-2                                                0                                                 0                                                 1                                                 5.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.4541075359323883E-9-5.430840709329289E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.4541078175198455E-9-5.430840710692982E-6j      -nan-nan*1j                                        -nan-nan*1j                                        4.9082379169419044E-9+1.0861681399056679E-5j
-2                                                0                                                 0                                                 1                                                 5.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.8432731928586715E-9-5.848569140789394E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.8432972636362435E-9-5.848569203269671E-6j      -nan-nan*1j                                        -nan-nan*1j                                        5.686587862143179E-9+1.1697138337507631E-5j
-2                                                0                                                 0                                                 1                                                 6.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.2604071167087885E-9-6.266291413706082E-6j      nan+nan*1j                                         nan+nan*1j                                         -3.260401064450648E-9-6.266291408653066E-6j       -nan-nan*1j                                        -nan-nan*1j                                        6.520891318112021E-9+1.2532582812615615E-5j
-2                                                0                                                 0                                                 1                                                 6.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.7054010198215557E-9-6.684007018064781E-6j      nan+nan*1j                                         nan+nan*1j                                         -3.7053990906966887E-9-6.684007009374163E-6j      -nan-nan*1j                                        -nan-nan*1j                                        7.410795661244734E-9+1.3368014001889464E-5j
-2                                                0                                                 0                                                 1                                                 6.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.177912165844889E-9-7.101715568204907E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.177901645096752E-9-7.101715552207382E-6j       -nan-nan*1j                                        -nan-nan*1j                                        8.35592885600404E-9+1.4203431095934125E-5j
-2                                                0                                                 0                                                 1                                                 7.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.677902526627912E-9-7.519416655415941E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.67790949130711E-9-7.519416665234573E-6j        -nan-nan*1j                                        -nan-nan*1j                                        9.355896677615687E-9+1.5038833298735348E-5j
-2                                                0                                                 0                                                 1                                                 7.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.204977150614532E-9-7.937109929439246E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.204964981143628E-9-7.937109918520655E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.0410287135813786E-8+1.5874219828585115E-5j
-2                                                0                                                 0                                                 1                                                 8.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.7592092192991975E-9-8.354794981857658E-6j      nan+nan*1j                                         nan+nan*1j                                         -5.759176580345779E-9-8.354794947141107E-6j       -nan-nan*1j                                        -nan-nan*1j                                        1.1518666422374976E-8+1.670958991863906E-5j
-2.25                                             1                                                 0                                                 0                                                 4.0E9                                             50                                                2.5410016843952736E-7+4.719817803929497E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -2.574286753441709E-7-4.416186384449861E-5j       nan+nan*1j                                         nan+nan*1j                                         2.5892801428987918E-8-3.010739131649705E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 4.4E9                                             50                                                3.036561494333639E-7+5.191332672322417E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -3.1118124277568314E-7-4.8574133908339725E-5j     nan+nan*1j                                         nan+nan*1j                                         3.122207403574953E-8-3.312222718817431E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 4.8E9                                             50                                                3.576722496444842E-7+5.6627421157413785E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -3.699357619559604E-7-5.2985290869312247E-5j      nan+nan*1j                                         nan+nan*1j                                         3.7041888092729566E-8-3.613812547878414E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 5.2E9                                             50                                                4.161238868542028E-7+6.134037913638324E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -4.3365225425703786E-7-5.739523667919845E-5j      nan+nan*1j                                         nan+nan*1j                                         4.334937771019752E-8-3.915517568678999E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 5.6E9                                             50                                                4.789823432983157E-7+6.605211846096606E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -5.022971480365624E-7-6.180387559383529E-5j       nan+nan*1j                                         nan+nan*1j                                         5.014129371677685E-8-4.217346659509359E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 6.0E9                                             50                                                5.462159316164995E-7+7.076255741852196E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -5.758240284149056E-7-6.621111275795227E-5j       nan+nan*1j                                         nan+nan*1j                                         5.741410670497995E-8-4.519308586966371E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 6.4E9                                             50                                                6.177890746145976E-7+7.547161498588728E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -6.541997840635724E-7-7.061685543110928E-5j       nan+nan*1j                                         nan+nan*1j                                         6.516392882953715E-8-4.821411992944213E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 6.8E9                                             50                                                6.936639491000038E-7+8.017921112664655E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -7.373717646497451E-7-7.502101261207954E-5j       nan+nan*1j                                         nan+nan*1j                                         7.33866586803034E-8-5.1236653744009665E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 7.2E9                                             50                                                7.737996134139915E-7+8.488526697247071E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -8.252917052069323E-7-7.942349531618656E-5j       nan+nan*1j                                         nan+nan*1j                                         8.207790594965493E-8-5.4260770732147616E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 7.6E9                                             50                                                8.581525285620785E-7+8.958970507962276E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -9.179075078617399E-7-8.382421613701298E-5j       nan+nan*1j                                         nan+nan*1j                                         9.12330369986445E-8-5.728655257721185E-6j         -nan+nan*1j                                        -nan+nan*1j
-2.25                                             1                                                 0                                                 0                                                 8.0E9                                             50                                                9.46676246264773E-7+9.429244948946817E-5j         -nan-nan*1j                                        -nan-nan*1j                                        -1.0151740094974052E-6-8.822308985930813E-5j      nan+nan*1j                                         nan+nan*1j                                         1.0084714737680551E-7-6.031407922334246E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 4.0E9                                             50                                                nan+nan*1j                                         -2.574288238155621E-7-4.4161863726836926E-5j      nan+nan*1j                                         -nan-nan*1j                                        2.5410016217697603E-7+4.71981780504709E-5j        -nan-nan*1j                                        -nan+nan*1j                                        2.5892800891625243E-8-3.0107391306229695E-6j      -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 4.4E9                                             50                                                nan+nan*1j                                         -3.1118330037690517E-7-4.857413381958287E-5j      nan+nan*1j                                         -nan-nan*1j                                        3.0365605836054715E-7+5.191332673201155E-5j       -nan-nan*1j                                        -nan+nan*1j                                        3.122206609593451E-8-3.3122227180047767E-6j       -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 4.8E9                                             50                                                nan+nan*1j                                         -3.6993742154079724E-7-5.298529075299341E-5j      nan+nan*1j                                         -nan-nan*1j                                        3.5767217622948405E-7+5.6627421166760496E-5j      -nan-nan*1j                                        -nan+nan*1j                                        3.704188169157476E-8-3.6138125469963297E-6j       -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 5.2E9                                             50                                                nan+nan*1j                                         -4.3365445746140134E-7-5.7395236700752804E-5j     nan+nan*1j                                         -nan-nan*1j                                        4.161237897049371E-7+6.134037913602965E-5j        -nan-nan*1j                                        -nan+nan*1j                                        4.3349369247382763E-8-3.915517568682605E-6j       -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 5.6E9                                             50                                                nan+nan*1j                                         -5.022964219908554E-7-6.180387568922429E-5j       nan+nan*1j                                         -nan-nan*1j                                        4.78982374362243E-7+6.605211845206517E-5j         -nan-nan*1j                                        -nan+nan*1j                                        5.0141296411675344E-8-4.217346660338244E-6j       -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 6.0E9                                             50                                                nan+nan*1j                                         -5.758275445908936E-7-6.621111279689974E-5j       nan+nan*1j                                         -nan-nan*1j                                        5.462157768041037E-7+7.076255741370654E-5j        -nan-nan*1j                                        -nan+nan*1j                                        5.7414093206524255E-8-4.519308587412745E-6j       -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 6.4E9                                             50                                                nan+nan*1j                                         -6.542008523345354E-7-7.06168555398728E-5j        nan+nan*1j                                         -nan-nan*1j                                        6.177890267540631E-7+7.54716149756954E-5j         -nan-nan*1j                                        -nan+nan*1j                                        6.5163924655775E-8-4.821411993906605E-6j          -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 6.8E9                                             50                                                nan+nan*1j                                         -7.373740043527693E-7-7.502101275404718E-5j       nan+nan*1j                                         -nan-nan*1j                                        6.93663850549712E-7+8.017921111140354E-5j         -nan-nan*1j                                        -nan+nan*1j                                        7.33866500932142E-8-5.123665375835028E-6j         -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 7.2E9                                             50                                                nan+nan*1j                                         -8.252930501928285E-7-7.942349542263986E-5j       nan+nan*1j                                         -nan-nan*1j                                        7.737995538787169E-7+8.488526696431009E-5j        -nan-nan*1j                                        -nan+nan*1j                                        8.207790076773891E-8-5.426077073978244E-6j        -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 7.6E9                                             50                                                nan+nan*1j                                         -9.179103833438734E-7-8.382421597850203E-5j       nan+nan*1j                                         -nan-nan*1j                                        8.581524027822327E-7+8.958970509146209E-5j        -nan-nan*1j                                        -nan+nan*1j                                        9.12330260487757E-8-5.728655256608145E-6j         -nan+nan*1j
-2.25                                             0                                                 1                                                 0                                                 8.0E9                                             50                                                nan+nan*1j                                         -1.015173832906467E-6-8.822308975373755E-5j       nan+nan*1j                                         -nan-nan*1j                                        9.466762543665178E-7+9.429244950169219E-5j        -nan-nan*1j                                        -nan+nan*1j                                        1.0084714808542E-7-6.031407921177529E-6j          -nan+nan*1j
-2.25                                             0                                                 0                                                 1                                                 4.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.409625014337408E-9-4.164708496586831E-6j       nan+nan*1j                                         nan+nan*1j                                         -1.4096312099761311E-9-4.1647085125072885E-6j     -nan-nan*1j                                        -nan-nan*1j                                        2.818974256319508E-9+8.32941701645072E-6j
-2.25                                             0                                                 0                                                 1                                                 4.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -1.7041465655930164E-9-4.581162370789272E-6j      nan+nan*1j                                         nan+nan*1j                                         -1.7041537448799624E-9-4.58116239179593E-6j       -nan-nan*1j                                        -nan-nan*1j                                        3.4082088026632017E-9+9.162324775349016E-6j
-2.25                                             0                                                 0                                                 1                                                 4.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.0263038554662067E-9-4.997611456019936E-6j      nan+nan*1j                                         nan+nan*1j                                         -2.026314422436527E-9-4.997611473552782E-6j       -nan-nan*1j                                        -nan-nan*1j                                        4.052531433321931E-9+9.995222932030378E-6j
-2.25                                             0                                                 0                                                 1                                                 5.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.375867753181984E-9-5.414055330899481E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.375872152305176E-9-5.414055327872813E-6j       -nan-nan*1j                                        -nan-nan*1j                                        4.751667247155516E-9+1.0828110654552927E-5j
-2.25                                             0                                                 0                                                 1                                                 5.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -2.752779852569223E-9-5.830493526572458E-6j       nan+nan*1j                                         nan+nan*1j                                         -2.7528182397540805E-9-5.830493591557545E-6j      -nan-nan*1j                                        -nan-nan*1j                                        5.505318302594821E-9+1.1660987121283705E-5j
-2.25                                             0                                                 0                                                 1                                                 6.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.156621001732098E-9-6.246925740972379E-6j       nan+nan*1j                                         nan+nan*1j                                         -3.15664033439326E-9-6.246925773865268E-6j        -nan-nan*1j                                        -nan-nan*1j                                        6.313167371080297E-9+1.249385152154767E-5j
-2.25                                             0                                                 0                                                 1                                                 6.4E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -3.58743063002728E-9-6.6633515010664325E-6j       nan+nan*1j                                         nan+nan*1j                                         -3.5874600843622473E-9-6.6633515489798185E-6j     -nan-nan*1j                                        -nan-nan*1j                                        7.174873368903143E-9+1.3326703056565259E-5j
-2.25                                             0                                                 0                                                 1                                                 6.8E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.044992979859044E-9-7.079770461055244E-6j       nan+nan*1j                                         nan+nan*1j                                         -4.045001579396251E-9-7.07977046516515E-6j        -nan-nan*1j                                        -nan-nan*1j                                        8.090076423325818E-9+1.4159540940067067E-5j
-2.25                                             0                                                 0                                                 1                                                 7.2E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -4.5292539965336065E-9-7.4961821660365726E-6j     nan+nan*1j                                         nan+nan*1j                                         -4.529294995380968E-9-7.4961822277682E-6j         -nan-nan*1j                                        -nan-nan*1j                                        9.058395443461252E-9+1.499236439874741E-5j
-2.25                                             0                                                 0                                                 1                                                 7.6E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.039708699626047E-9-7.912586350841034E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.0396992674829876E-9-7.912586321910693E-6j      -nan-nan*1j                                        -nan-nan*1j                                        1.0079432930805076E-8+1.582517267340373E-5j
-2.25                                             0                                                 0                                                 1                                                 8.0E9                                             50                                                nan+nan*1j                                         nan+nan*1j                                         -5.576279817819971E-9-8.328982507933156E-6j       nan+nan*1j                                         nan+nan*1j                                         -5.5762854523363904E-9-8.328982511497408E-6j      -nan-nan*1j                                        -nan-nan*1j                                        1.1152769673458608E-8+1.6657965018952067E-5j
-2.5                                              1                                                 0                                                 0                                                 4.0E9                                             50                                                3.6742252636569493E-7+4.732982318816148E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -2.4246004324046356E-7-4.400116210834239E-5j      nan+nan*1j                                         nan+nan*1j                                         2.5891302969976693E-8-3.023092386273864E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 4.4E9                                             50                                                4.219789212105699E-7+5.205242386330288E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -2.9449139541267447E-7-4.839827842527578E-5j      nan+nan*1j                                         nan+nan*1j                                         3.117699356566077E-8-3.3258320646926814E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 4.8E9                                             50                                                4.807137269400428E-7+5.677376911503673E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -3.5148652052782663E-7-5.2794360711422384E-5j     nan+nan*1j                                         nan+nan*1j                                         3.694548582047787E-8-3.628677969982816E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 5.2E9                                             50                                                5.436383774577666E-7+6.1493807292528E-5j          -nan-nan*1j                                        -nan-nan*1j                                        -4.134085040572739E-7-5.718930470970903E-5j       nan+nan*1j                                         nan+nan*1j                                         4.31940905380249E-8-3.9316387131917555E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 5.6E9                                             50                                                6.107546827760322E-7+6.621248010673775E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -4.802180647709441E-7-6.1583010032336E-5j         nan+nan*1j                                         nan+nan*1j                                         4.991975256861471E-8-4.234722888826974E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 6.0E9                                             50                                                6.820561828123447E-7+7.092972457592403E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -5.518757459587396E-7-6.597537825154245E-5j       nan+nan*1j                                         nan+nan*1j                                         5.711907381748077E-8-4.537939018497924E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 6.4E9                                             50                                                7.57529525768939E-7+7.564547437497996E-5j         -nan-nan*1j                                        -nan-nan*1j                                        -6.283336806518918E-7-7.036631382426468E-5j       nan+nan*1j                                         nan+nan*1j                                         6.478836860308454E-8-4.8412955285944465E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 6.8E9                                             50                                                8.371547737391774E-7+8.035966102064823E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -7.095469251581242E-7-7.47557238664782E-5j        nan+nan*1j                                         nan+nan*1j                                         7.29236415319475E-8-5.144800726081106E-6j         -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 7.2E9                                             50                                                9.209061900706901E-7+8.507221487231211E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -7.954710054167392E-7-7.914351745587728E-5j       nan+nan*1j                                         nan+nan*1j                                         8.152061532639034E-8-5.448462775887022E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 7.6E9                                             50                                                1.008753387661021E-6+8.978306584502773E-5j        -nan-nan*1j                                        -nan-nan*1j                                        -8.860488934582708E-7-8.35296063031086E-5j        nan+nan*1j                                         nan+nan*1j                                         9.057479458526675E-8-5.752289690799951E-6j        -nan+nan*1j                                        -nan+nan*1j
-2.5                                              1                                                 0                                                 0                                                 8.0E9                                             50                                                1.1006610286577397E-6+9.449214405836375E-5j       -nan-nan*1j                                        -nan-nan*1j                                        -9.81230426520368E-7-8.791390428254592E-5j        nan+nan*1j                                         nan+nan*1j                                         1.0008140911583597E-7-6.056289315841552E-6j       -nan+nan*1j                                        -nan+nan*1j
-2.5                                              0                                                 1                                                 0                                                 4.0E9                                             50                                                nan+nan*1j                                         -2.424598873911682E-7-4.400116207178619E-5j       nan+nan*1j                                         -nan-nan*1j                                        3.6742253285660973E-7+4.732982319040445E-5j       -nan-nan*1j                                        -nan+nan*1j                                        2.5891303538774855E-8-3.0230923860414525E-6j      -nan+nan*1j
-2.5                                              0                                                 1                                                 0                                                 4.4E9                                             50                                                nan+nan*1j                                         -2.9449204121011375E-7-4.8398278475124795E-5j     nan+nan*1j                                         -nan-nan*1j                                        4.219788926108419E-7+5.205242385884728E-5j        -nan-nan*1j                                        -nan+nan*1j                                        3.1176991100565954E-8-3.3258320651017356E-6j      -nan+nan*1j
